person_id,gesture_id,timestep,sample_id,imu_id,ax,ay,az,gx,gy,gz
1,2,0,64,0,-1.67120,-9.61990,-1.21860,-0.10340,0.04980,0.01550
1,2,1,64,0,-1.67120,-9.67740,-1.21630,-0.10390,0.04400,0.01920
1,2,2,64,0,-1.67830,-9.68220,-1.18030,-0.08900,0.03730,0.01440
1,2,3,64,0,-1.66160,-9.62230,-1.21390,-0.08310,0.02880,0.01330
1,2,4,64,0,-1.69990,-9.60550,-1.20670,-0.08660,0.01970,0.01150
1,2,5,64,0,-1.61130,-9.76120,-1.18750,-0.09830,0.02640,0.00210
1,2,6,64,0,-1.62090,-9.72050,-1.18030,-0.07750,0.01920,0.00290
1,2,7,64,0,-1.69750,-9.56480,-1.20190,-0.08450,0.00990,-0.00160
1,2,8,64,0,-1.79330,-9.52890,-1.16360,-0.10150,-0.00130,-0.00670
1,2,9,64,0,-1.84110,-9.55530,-1.14680,-0.09300,-0.00480,-0.01360
1,2,10,64,0,-1.88420,-9.46910,-1.19950,-0.09620,-0.00430,-0.02080
1,2,11,64,0,-1.92250,-9.49540,-1.20910,-0.13880,0.00030,-0.02530
1,2,12,64,0,-2.04230,-9.73480,-1.29050,-0.18010,0.01280,-0.01550
1,2,13,64,0,-2.13080,-10.07000,-1.36950,-0.18070,0.03520,0.00290
1,2,14,64,0,-2.04940,-10.35250,-1.46530,-0.14580,0.06820,0.04370
1,2,15,64,0,-2.10690,-10.21370,-1.58740,-0.12230,0.08820,0.07970
1,2,16,64,0,-2.36070,-9.83540,-1.62330,-0.18680,0.08450,0.12120
1,2,17,64,0,-2.73180,-9.57200,-1.81000,-0.31310,0.05360,0.14820
1,2,18,64,0,-3.07420,-9.65820,-2.06860,-0.38610,0.00160,0.16170
1,2,19,64,0,-3.31600,-9.85210,-2.48760,-0.37920,-0.05970,0.17530
1,2,20,64,0,-3.58650,-9.89520,-2.89220,-0.33330,-0.12600,0.19720
1,2,21,64,0,-3.91690,-9.65100,-3.26570,-0.34240,-0.21340,0.22570
1,2,22,64,0,-4.12760,-9.59840,-3.44050,-0.44870,-0.30990,0.26380
1,2,23,64,0,-4.35270,-9.72760,-3.86180,-0.65260,-0.40420,0.31790
1,2,24,64,0,-4.80520,-10.25680,-5.42530,-0.83060,-0.57560,0.36350
1,2,25,64,0,-4.90090,-11.13300,-6.38290,-0.73410,-0.86890,0.40820
1,2,26,64,0,-4.62800,-11.01090,-6.28000,-0.45750,-1.20470,0.50650
1,2,27,64,0,-4.58250,-10.01490,-6.05730,-0.35600,-1.49810,0.60250
1,2,28,64,0,-4.61840,-9.15060,-6.29680,-0.56890,-1.73070,0.65180
1,2,29,64,0,-4.46280,-9.14350,-6.64150,-0.90360,-1.96700,0.68000
1,2,30,64,0,-3.85950,-9.95750,-6.67740,-1.03650,-2.24550,0.72080
1,2,31,64,0,-3.33510,-10.38840,-6.64870,-0.87240,-2.49570,0.74690
1,2,32,64,0,-2.98320,-9.58160,-6.50740,-0.65950,-2.71500,0.71630
1,2,33,64,0,-2.71980,-8.92320,-6.45000,-0.69470,-2.89090,0.67040
1,2,34,64,0,-2.04940,-9.55290,-6.36380,-0.77300,-3.07760,0.62430
1,2,35,64,0,-1.11570,-10.53930,-6.18180,-0.63230,-3.24340,0.61100
1,2,36,64,0,-0.72540,-10.07240,-6.19140,-0.37460,-3.34620,0.59370
1,2,37,64,0,-1.07020,-8.80350,-6.46670,-0.45270,-3.37370,0.57400
1,2,38,64,0,-1.01040,-8.88250,-6.80430,-0.78710,-3.41420,0.55500
1,2,39,64,0,-0.06220,-10.06520,-6.64870,-0.91660,-3.53460,0.53590
1,2,40,64,0,0.73740,-10.82420,-6.02380,-0.72610,-3.73530,0.53290
1,2,41,64,0,1.16360,-10.10590,-5.33910,-0.57370,-3.94440,0.54250
1,2,42,64,0,1.56340,-8.92800,-4.88420,-0.75520,-4.17070,0.50040
1,2,43,64,0,2.00630,-8.41800,-4.09170,-1.09040,-4.40280,0.39520
1,2,44,64,0,2.37270,-8.71250,-3.15560,-1.24380,-4.60630,0.25950
1,2,45,64,0,2.82520,-9.26320,-2.49720,-1.10530,-4.75740,0.14920
1,2,46,64,0,3.18430,-9.03810,-2.12610,-0.83460,-4.84220,0.06050
1,2,47,64,0,2.53790,-8.60000,-2.08770,-0.65920,-4.86880,-0.04340
1,2,48,64,0,2.43730,-8.82740,-2.27930,-0.54460,-4.94770,-0.12100
1,2,49,64,0,3.79960,-9.22960,-2.11890,-0.28990,-5.08490,-0.22920
1,2,50,64,0,5.23370,-9.14590,-0.95290,-0.01090,-5.21200,-0.32000
1,2,51,64,0,6.88810,-9.20570,2.05900,0.15990,-5.17710,-0.26940
1,2,52,64,0,8.41080,-9.50980,6.75160,0.25630,-4.89410,-0.18470
1,2,53,64,0,8.24800,-8.18340,8.04690,0.37760,-3.93410,0.10920
1,2,54,64,0,6.07170,-6.34940,7.82190,-0.07030,-3.20740,0.28480
1,2,55,64,0,5.19300,-6.37580,7.96790,-0.99150,-2.63240,0.31070
