person_id,gesture_id,timestep,sample_id,imu_id,ax,ay,az,gx,gy,gz
1,5,0,30,0,-0.30410,-8.11870,4.83630,-0.09540,0.04020,0.02400
1,5,1,30,0,-0.34720,-8.11630,4.79560,-0.06900,0.03220,0.00530
1,5,2,30,0,-0.37830,-8.09000,4.84830,-0.06320,0.01970,0.00160
1,5,3,30,0,-0.37830,-8.05170,4.80280,-0.11800,0.00590,0.00670
1,5,4,30,0,-0.33280,-8.06370,4.82430,-0.14900,-0.00370,0.00240
1,5,5,30,0,-0.22980,-8.17860,4.98950,-0.11780,0.00370,-0.00990
1,5,6,30,0,-0.15800,-8.26720,5.02060,-0.07590,0.02110,-0.01410
1,5,7,30,0,-0.18670,-8.29590,4.92730,-0.09650,0.02370,-0.00750
1,5,8,30,0,-0.18670,-8.24560,4.95600,-0.12360,0.02240,-0.01950
1,5,9,30,0,-0.21310,-8.25520,5.06370,-0.14500,0.02240,-0.02370
1,5,10,30,0,-0.18440,-8.26000,5.13800,-0.18170,0.02800,-0.01760
1,5,11,30,0,-0.16760,-8.27200,5.14510,-0.21130,0.03540,-0.00930
1,5,12,30,0,-0.16040,-8.29590,5.22890,-0.20970,0.04500,-0.00190
1,5,13,30,0,-0.06700,-8.44200,5.34630,-0.17050,0.07250,0.00750
1,5,14,30,0,0.01920,-8.56650,5.40130,-0.10950,0.10790,0.02930
1,5,15,30,0,0.10300,-8.76760,5.45160,-0.06770,0.15140,0.06690
1,5,16,30,0,0.04310,-8.87530,5.62640,-0.04720,0.21290,0.11700
1,5,17,30,0,0.07180,-9.49780,6.02140,-0.04640,0.30590,0.20840
1,5,18,30,0,0.08860,-10.18010,6.24890,0.00750,0.42660,0.33280
1,5,19,30,0,-0.47170,-10.27590,6.41170,0.07890,0.54410,0.47670
1,5,20,30,0,-1.05340,-9.80190,6.21770,-0.05060,0.62970,0.65100
1,5,21,30,0,-1.87230,-8.78430,6.06930,-0.43670,0.67200,0.79750
1,5,22,30,0,-2.75090,-8.65260,6.14590,-1.11330,0.69650,0.97130
1,5,23,30,0,-3.80680,-9.17460,6.06210,-1.70880,0.70880,1.18420
1,5,24,30,0,-5.19300,-9.97190,5.66950,-1.95480,0.62890,1.43120
1,5,25,30,0,-6.72530,-10.45070,4.91770,-1.70640,0.54150,1.72400
1,5,26,30,0,-8.45870,-10.06760,4.46520,-1.02160,0.37700,1.97180
1,5,27,30,0,-9.82580,-9.54330,4.00550,-0.16680,0.20570,2.20920
1,5,28,30,0,-10.76190,-9.08840,3.18190,0.70640,0.03970,2.48370
1,5,29,30,0,-11.84650,-8.55450,2.41810,1.42820,-0.22300,2.69930
1,5,30,30,0,-13.07710,-7.21610,0.97680,2.03120,-0.53190,2.95270
1,5,31,30,0,-15.58150,-4.95600,-0.84750,2.28170,-0.92890,3.16290
1,5,32,30,0,-16.72590,-4.52030,-2.62170,2.02720,-1.76880,3.49170
1,5,33,30,0,-23.14240,0.80920,-0.84040,1.58410,-2.54100,3.33980
1,5,34,30,0,-18.85190,-0.56980,-0.69190,1.68110,-2.75840,1.56120
1,5,35,30,0,-12.10270,-1.74300,1.44130,2.27720,-2.91560,-0.01970
1,5,36,30,0,-6.75400,-1.46760,1.28330,3.57410,-3.02430,-1.81430
1,5,37,30,0,-1.16840,-1.29290,2.15240,4.90720,-3.09710,-3.69000
1,5,38,30,0,6.95280,-0.76140,-0.27530,5.79640,-3.66170,-5.30470
1,5,39,30,0,17.24300,-0.60570,0.39030,6.93180,-4.12590,-6.73990
1,5,40,30,0,34.57230,-2.93770,11.35810,8.73120,-4.12510,-6.76870
1,5,41,30,0,39.88740,-8.59280,28.59160,8.47800,-1.26760,-5.42600
1,5,42,30,0,17.84640,-7.47470,3.38060,5.66130,1.10160,-2.99450
1,5,43,30,0,3.64880,4.75250,0.53870,0.37890,1.74530,0.58010
1,5,44,30,0,-0.22980,20.68110,-2.26250,-4.19570,2.57990,3.38670
1,5,45,30,0,5.51150,4.28800,3.83070,-6.99200,2.00940,2.93510
1,5,46,30,0,6.98150,-3.58650,4.35740,-6.84200,1.41890,4.71850
1,5,47,30,0,10.80500,-7.78350,9.61510,-6.56960,1.52630,5.93390
1,5,0,30,1,10.33580,0.44770,-0.44770,-0.01570,-0.01010,-0.03810
1,5,1,30,1,10.32380,0.46690,-0.45250,-0.01630,-0.01010,-0.03440
1,5,2,30,1,10.30940,0.44050,-0.43810,-0.01810,-0.00850,-0.03090
1,5,3,30,1,10.29990,0.45250,-0.47640,-0.01390,-0.00640,-0.03060
1,5,4,30,1,10.30940,0.41180,-0.46690,-0.01410,-0.00560,-0.02690
1,5,5,30,1,10.31420,0.35670,-0.47170,-0.01550,-0.00640,-0.02850
1,5,6,30,1,10.31660,0.37350,-0.53630,-0.01200,-0.00670,-0.03300
1,5,7,30,1,10.31900,0.47170,-0.46450,-0.01470,-0.00560,-0.03490
1,5,8,30,1,10.31420,0.40220,-0.49080,-0.02320,-0.00270,-0.03360
1,5,9,30,1,10.32620,0.39030,-0.45010,-0.02340,-0.00320,-0.03940
1,5,10,30,1,10.32140,0.45250,-0.43100,-0.02240,-0.00430,-0.04160
1,5,11,30,1,10.30940,0.47880,-0.47410,-0.02740,-0.00370,-0.04370
1,5,12,30,1,10.29510,0.43100,-0.41660,-0.03760,-0.00370,-0.05140
1,5,13,30,1,10.25200,0.51000,-0.45250,-0.03860,-0.00640,-0.06160
1,5,14,30,1,10.21130,0.56020,-0.45970,-0.04660,-0.00350,-0.07030
1,5,15,30,1,10.20650,0.50280,-0.51000,-0.05040,0.00050,-0.07990
1,5,16,30,1,10.22080,0.52670,-0.61770,-0.06340,-0.00720,-0.08770
1,5,17,30,1,10.28070,0.69430,-0.55070,-0.13590,-0.02770,-0.09570
1,5,18,30,1,10.32140,0.54350,-0.46690,-0.21370,-0.03840,-0.08930
1,5,19,30,1,10.35010,0.22510,-0.57460,-0.21100,-0.04980,-0.09190
1,5,20,30,1,10.54890,0.00000,-0.37590,-0.15910,-0.06000,-0.11750
1,5,21,30,1,10.48900,-0.06460,-0.38070,-0.06770,-0.05890,-0.15140
1,5,22,30,1,10.46030,0.13890,-0.53390,0.03570,-0.04800,-0.17750
1,5,23,30,1,10.38370,0.45730,-0.40220,0.10980,-0.02900,-0.19210
1,5,24,30,1,10.29510,0.62250,-0.51240,0.14310,-0.00880,-0.17160
1,5,25,30,1,10.25200,0.78770,-0.43340,0.13400,0.00160,-0.13700
1,5,26,30,1,10.30700,0.60330,-0.30890,0.13940,0.00960,-0.09270
1,5,27,30,1,10.35970,0.71110,-0.28970,0.14420,0.01470,-0.05840
1,5,28,30,1,10.29750,0.74460,-0.40460,0.11750,0.01070,-0.02960
1,5,29,30,1,10.29990,0.61290,-0.48600,0.10050,0.01280,-0.01090
1,5,30,30,1,10.29270,0.59860,-0.49560,0.09970,0.01360,0.00050
1,5,31,30,1,10.32860,0.63210,-0.49560,0.10210,0.02000,0.02030
1,5,32,30,1,10.27830,0.72780,-0.46210,0.07670,0.02260,0.04000
1,5,33,30,1,10.21130,0.81640,-0.45970,0.01310,0.01440,0.07030
1,5,34,30,1,10.30700,0.80210,-0.38790,-0.07940,-0.00610,0.10290
1,5,35,30,1,10.33100,0.74220,-0.46450,-0.14980,-0.02340,0.13860
1,5,36,30,1,10.28310,0.98880,-0.45250,-0.22650,-0.03840,0.16650
1,5,37,30,1,10.29990,0.62730,-0.39740,-0.31870,-0.04130,0.17270
1,5,38,30,1,10.28070,0.24900,-0.48840,-0.29280,-0.04800,0.17930
1,5,39,30,1,10.25440,0.15320,-0.48360,-0.24650,-0.04740,0.16970
1,5,40,30,1,10.29990,-0.17960,-0.61290,-0.15240,-0.04580,0.14200
1,5,41,30,1,10.46270,-0.22740,-0.54110,-0.03600,-0.04740,0.10740
1,5,42,30,1,10.43870,-0.13410,-0.58660,0.04980,-0.04400,0.05760
1,5,43,30,1,10.41720,-0.14600,-0.66080,0.11160,-0.04260,-0.00030
1,5,44,30,1,10.35010,-0.13890,-0.68470,0.16090,-0.03920,-0.06340
1,5,45,30,1,10.27350,-0.04550,-0.74460,0.17450,-0.03680,-0.13590
1,5,46,30,1,10.41960,0.00960,-0.82120,0.14680,-0.03140,-0.20570
1,5,47,30,1,10.43390,0.20350,-0.88350,0.09810,-0.02400,-0.25850
