person_id,gesture_id,timestep,sample_id,imu_id,ax,ay,az,gx,gy,gz
1,4,0,429,0,9.60310,-2.31520,2.88980,-0.05440,-0.17930,0.04210
1,4,1,429,0,9.73720,-2.44450,3.01430,-0.02240,-0.17960,0.04100
1,4,2,429,0,9.78270,-2.45170,3.11960,0.03280,-0.17050,0.03970
1,4,3,429,0,9.77550,-2.39180,3.20100,0.07970,-0.15400,0.04720
1,4,4,429,0,9.75880,-2.29600,3.21780,0.10310,-0.13110,0.06610
1,4,5,429,0,9.64860,-2.19550,3.25850,0.10210,-0.10290,0.08630
1,4,6,429,0,9.57200,-2.10930,3.24890,0.08150,-0.06900,0.09830
1,4,7,429,0,9.51930,-2.08060,3.21060,0.04530,-0.02900,0.09860
1,4,8,429,0,9.46190,-2.02550,3.19150,0.00610,0.01490,0.08710
1,4,9,429,0,9.41880,-2.06380,3.09810,-0.02980,0.05760,0.06660
1,4,10,429,0,9.36370,-2.09970,3.01910,-0.05700,0.09350,0.04500
1,4,11,429,0,9.36610,-2.13800,2.93530,-0.07730,0.12260,0.02660
1,4,12,429,0,9.42600,-2.18110,2.85150,-0.09540,0.14120,0.01200
1,4,13,429,0,9.41880,-2.19070,2.72700,-0.11160,0.15370,0.00400
1,4,14,429,0,9.34940,-2.23380,2.65040,-0.12150,0.15030,-0.00030
1,4,15,429,0,9.34220,-2.27210,2.58090,-0.12280,0.13430,-0.00030
1,4,16,429,0,9.38050,-2.35350,2.52110,-0.10790,0.11510,-0.00050
1,4,17,429,0,9.28230,-2.38700,2.49000,-0.07990,0.08930,0.00030
1,4,18,429,0,9.18660,-2.40860,2.50190,-0.04500,0.06210,0.00610
1,4,19,429,0,9.13390,-2.34630,2.52110,-0.01550,0.03700,0.01970
1,4,20,429,0,9.12430,-2.22660,2.53070,-0.01200,0.02320,0.03620
1,4,21,429,0,9.16500,-2.06860,2.49480,-0.04740,0.01410,0.05410
1,4,22,429,0,9.18180,-1.98720,2.51870,-0.12070,0.00610,0.06290
1,4,23,429,0,9.26320,-2.01350,2.62400,-0.19770,-0.00190,0.06080
1,4,24,429,0,9.29430,-2.09250,2.87060,-0.24060,-0.00030,0.04720
1,4,25,429,0,9.32780,-2.10690,3.02390,-0.25630,0.01360,0.03810
1,4,26,429,0,9.43080,-2.03510,3.20820,-0.27740,0.03620,0.04180
1,4,27,429,0,9.60550,-1.95610,3.27290,-0.31420,0.07270,0.05650
1,4,28,429,0,9.67260,-1.85070,3.32320,-0.36030,0.11540,0.06320
1,4,29,429,0,9.82820,-1.78130,3.35430,-0.41350,0.15750,0.06420
1,4,30,429,0,9.91920,-1.75490,3.33270,-0.46500,0.20840,0.04640
1,4,31,429,0,9.66540,-1.72860,3.14360,-0.51370,0.24970,0.02050
1,4,32,429,0,9.12910,-1.75730,2.81800,-0.56680,0.24940,-0.00690
1,4,33,429,0,8.71730,-2.00390,2.56900,-0.59020,0.19880,-0.04580
1,4,34,429,0,8.53290,-2.42290,2.43250,-0.53240,0.12260,-0.09330
1,4,35,429,0,8.45390,-2.75810,2.52350,-0.40960,0.03680,-0.16440
1,4,36,429,0,8.43000,-3.20100,2.60010,-0.27390,-0.04690,-0.22840
1,4,37,429,0,8.76520,-4.06060,2.67910,-0.13460,-0.12440,-0.23820
1,4,38,429,0,9.27030,-5.00630,2.88020,0.07810,-0.18150,-0.15480
1,4,39,429,0,9.54090,-5.53300,2.97360,0.30030,-0.19960,0.00610
1,4,40,429,0,9.41160,-5.76520,3.05020,0.33680,-0.20010,0.27070
1,4,41,429,0,9.00940,-5.55220,3.18910,0.18230,-0.19240,0.58300
1,4,42,429,0,8.18340,-5.11880,3.32080,-0.06580,-0.17510,0.86040
1,4,43,429,0,7.23530,-4.91050,3.53140,-0.33440,-0.14340,1.10580
1,4,44,429,0,6.21060,-4.74290,3.55060,-0.54540,-0.10370,1.29390
1,4,45,429,0,5.19300,-4.59210,3.71340,-0.60810,-0.02960,1.44260
1,4,46,429,0,4.20180,-4.31200,4.00790,-0.51430,0.09110,1.57990
1,4,47,429,0,3.18670,-4.06300,4.27130,-0.30880,0.24590,1.73760
1,4,48,429,0,2.38220,-4.21140,4.57050,-0.03650,0.45190,1.97770
1,4,49,429,0,1.92250,-4.37660,4.32870,0.20410,0.63280,2.27370
1,4,50,429,0,2.41810,-4.64710,4.05820,0.23720,0.71760,2.58790
1,4,51,429,0,4.58970,-5.86340,4.85780,-0.00800,0.70510,2.81040
1,4,52,429,0,8.74360,-9.49540,6.84500,-0.42790,0.75600,2.90470
1,4,53,429,0,15.79690,-17.10660,8.46110,-0.32560,0.97550,2.44530
1,4,54,429,0,22.81670,-24.72490,8.79630,0.51240,1.27340,2.57910
1,4,55,429,0,24.30590,-23.49910,9.27030,0.77730,1.35790,4.02490
1,4,56,429,0,23.48230,-21.79440,10.04130,0.77970,1.47890,4.32200
1,4,57,429,0,21.53110,-21.24140,9.45710,1.49590,1.57750,4.32740
1,4,58,429,0,17.76260,-17.13290,8.53530,2.48850,1.48020,4.13550
1,4,59,429,0,13.74030,-11.48980,6.97670,2.60650,1.31740,3.63370
1,4,60,429,0,9.29190,-7.33820,6.16270,1.74800,1.04560,2.97590
1,4,61,429,0,5.89930,-6.08610,5.27440,0.71860,0.71360,2.48080
1,4,62,429,0,3.54820,-4.40290,4.26170,0.27230,0.45170,2.19720
1,4,63,429,0,1.98000,-2.31280,3.25130,0.35250,0.35550,1.90920
1,4,64,429,0,1.25220,-0.72300,1.98960,0.42740,0.37810,1.80610
1,4,65,429,0,1.05820,0.56020,0.56020,0.35280,0.45220,1.98410
1,4,66,429,0,0.86910,1.35750,-0.87150,0.19660,0.53670,2.19570
1,4,67,429,0,0.62010,1.41020,-2.03030,0.21820,0.61420,2.28360
1,4,68,429,0,0.51950,1.29050,-2.88500,0.53110,0.67790,2.29820
1,4,69,429,0,0.70870,1.82920,-3.49070,0.88970,0.74720,2.22120
1,4,70,429,0,0.82600,2.86590,-3.67030,0.97530,0.80760,1.98430
1,4,71,429,0,0.88820,3.56500,-3.64160,0.66780,0.83640,1.61370
1,4,72,429,0,0.84990,3.71340,-3.28720,0.10630,0.80470,1.23190
1,4,73,429,0,0.71830,3.25850,-2.94730,-0.42770,0.71150,0.89050
1,4,74,429,0,0.62970,2.57620,-2.63840,-0.76450,0.57660,0.56970
1,4,75,429,0,0.57700,2.08530,-2.31760,-0.90700,0.42230,0.27150
1,4,76,429,0,0.47410,1.92970,-2.04460,-0.88810,0.22920,0.01600
1,4,77,429,0,0.53150,1.94410,-1.75260,-0.80180,-0.01570,-0.28590
1,4,78,429,0,0.63210,1.57060,-1.26170,-0.83220,-0.33250,-0.71410
1,4,79,429,0,0.35670,0.64160,-0.24420,-1.01600,-0.74960,-1.33100
1,4,80,429,0,0.03590,-1.06780,2.74380,-1.20120,-1.29150,-2.38300
1,4,81,429,0,2.17630,-4.16110,3.92170,-1.04480,-1.69200,-4.67430
1,4,82,429,0,10.29990,-7.64710,2.03270,-2.16150,-2.33050,-7.54520
1,4,83,429,0,19.58220,-11.47780,4.03420,-3.83970,-2.77330,-7.98610
1,4,84,429,0,24.98590,-15.08590,8.74600,-3.17940,-2.71630,-7.94510
1,4,85,429,0,26.78390,-16.27100,12.04280,-1.85940,-2.47970,-8.15110
1,4,86,429,0,25.06250,-14.81050,11.87760,-1.14470,-2.22840,-7.80390
1,4,87,429,0,22.46480,-12.43310,10.32860,-1.10100,-2.09570,-7.01650
1,4,88,429,0,18.64130,-10.02210,8.55930,-1.09540,-1.88280,-6.38120
1,4,89,429,0,14.64050,-8.82980,7.07970,-1.00540,-1.62440,-5.77800
1,4,90,429,0,11.84650,-8.47790,5.75810,-0.85160,-1.39390,-5.17280
1,4,91,429,0,10.12510,-8.56170,4.42930,-0.59370,-1.20730,-4.72170
1,4,92,429,0,9.11710,-8.88730,3.60810,-0.11590,-1.02670,-4.44170
1,4,93,429,0,9.21770,-10.88160,3.43570,0.93020,-0.89770,-4.13020
1,4,94,429,0,10.61110,-11.04680,4.52740,2.42430,-0.69150,-3.76560
1,4,95,429,0,12.44510,-10.95590,5.46600,3.83870,-0.34590,-3.22530
1,4,96,429,0,12.77790,-9.34940,5.25530,4.52400,0.06160,-2.51410
1,4,97,429,0,12.61030,-6.67020,4.36940,4.23920,0.42100,-1.72770
1,4,98,429,0,12.06920,-3.26570,3.91690,2.92710,0.73570,-0.91260
1,4,99,429,0,11.26950,-0.41660,3.62000,0.91160,0.96460,-0.22200
1,4,100,429,0,10.80740,0.49560,3.47160,-1.13110,1.09600,0.53930
1,4,101,429,0,10.88640,-0.04070,3.21540,-2.65580,1.14630,1.33500
1,4,102,429,0,11.08750,-0.95530,2.54020,-3.72890,1.12710,1.99930
1,4,103,429,0,11.03970,-1.97280,1.61370,-4.38940,1.01180,2.45550
1,4,104,429,0,10.75240,-3.33030,0.95290,-4.69320,0.78930,2.81760
1,4,105,429,0,10.57280,-5.06850,0.67040,-4.51330,0.48710,3.12610
1,4,106,429,0,10.64460,-6.55290,0.85230,-3.68200,0.18570,3.32040
1,4,107,429,0,11.00850,-7.35980,1.22820,-2.30730,-0.03940,3.41820
1,4,108,429,0,11.60710,-7.01260,1.63760,-0.70880,-0.14200,3.43680
1,4,109,429,0,12.39000,-5.88490,1.93690,0.75040,-0.11160,3.38330
1,4,110,429,0,12.95740,-4.47240,1.98480,1.89290,0.02850,3.26550
1,4,111,429,0,12.96220,-2.96160,1.83400,2.63080,0.22520,3.07310
1,4,112,429,0,12.63420,-1.46530,1.70950,2.90470,0.41670,2.84050
1,4,113,429,0,11.98780,-0.13890,1.67590,2.73150,0.56860,2.58120
1,4,114,429,0,10.82180,0.80680,1.75730,2.20660,0.65500,2.30200
1,4,115,429,0,9.31110,1.31920,1.83160,1.47010,0.63740,2.01450
1,4,116,429,0,8.02060,1.54430,1.92730,0.67520,0.52490,1.71150
1,4,117,429,0,7.00300,1.40300,2.03030,-0.05380,0.36050,1.38110
1,4,118,429,0,6.26800,0.91460,2.21460,-0.59390,0.18630,1.01580
1,4,119,429,0,5.88490,0.22980,2.47320,-0.87910,0.03330,0.60730
1,4,120,429,0,5.89930,-0.57700,2.65520,-0.94430,-0.08470,0.17270
1,4,121,429,0,6.26560,-1.36230,2.61450,-0.85370,-0.16790,-0.25020
1,4,0,429,1,-9.26080,0.30410,-1.91060,-0.05760,0.03410,-0.05060
1,4,1,429,1,-9.30390,0.31600,-1.94890,-0.04720,0.03220,-0.03940
1,4,2,429,1,-9.28710,0.34480,-1.96090,-0.04100,0.03010,-0.03200
1,4,3,429,1,-9.23440,0.50280,-2.06380,-0.03700,0.02740,-0.03120
1,4,4,429,1,-9.27030,0.62730,-2.03270,-0.04000,0.02720,-0.04000
1,4,5,429,1,-9.26560,0.56980,-2.05900,-0.04450,0.02580,-0.05140
1,4,6,429,1,-9.26800,0.63210,-2.00630,-0.05570,0.02340,-0.06980
1,4,7,429,1,-9.24640,0.62010,-1.97520,-0.06850,0.02240,-0.09300
1,4,8,429,1,-9.27030,0.55310,-2.01350,-0.07190,0.01970,-0.11140
1,4,9,429,1,-9.26800,0.45730,-2.03510,-0.07010,0.01760,-0.11990
1,4,10,429,1,-9.21290,0.51240,-2.04230,-0.07570,0.01520,-0.12740
1,4,11,429,1,-9.23440,0.49560,-2.01110,-0.09220,0.01440,-0.13700
1,4,12,429,1,-9.26320,0.40460,-1.98960,-0.10530,0.01390,-0.14710
1,4,13,429,1,-9.24160,0.36870,-2.03750,-0.10790,0.01070,-0.15060
1,4,14,429,1,-9.22490,0.38790,-2.02070,-0.11510,0.00880,-0.15640
1,4,15,429,1,-9.25120,0.26340,-1.99680,-0.12230,0.00850,-0.16170
1,4,16,429,1,-9.26560,0.32080,-2.00630,-0.13080,0.00590,-0.16440
1,4,17,429,1,-9.29910,0.07900,-2.10930,-0.11380,-0.00110,-0.15750
1,4,18,429,1,-9.24160,0.20830,-2.02070,-0.08230,-0.00510,-0.14710
1,4,19,429,1,-9.20330,0.31120,-1.97280,-0.08290,-0.00750,-0.15160
1,4,20,429,1,-9.27270,0.32080,-2.07100,-0.10470,-0.00130,-0.15480
1,4,21,429,1,-9.29430,0.12210,-2.03030,-0.10340,-0.00400,-0.15060
1,4,22,429,1,-9.31340,0.03110,-2.00390,-0.08260,-0.00720,-0.13720
1,4,23,429,1,-9.28710,0.05510,-2.04700,-0.06500,-0.01230,-0.12630
1,4,24,429,1,-9.25360,0.12210,-2.06380,-0.06290,-0.01390,-0.11780
1,4,25,429,1,-9.26560,0.14600,-2.06380,-0.06660,-0.01520,-0.11350
1,4,26,429,1,-9.25600,0.20590,-2.09490,-0.07430,-0.01550,-0.11430
1,4,27,429,1,-9.20330,0.05990,-2.02070,-0.07170,-0.01570,-0.11400
1,4,28,429,1,-9.27990,-0.12690,-1.91540,-0.02610,-0.01680,-0.10660
1,4,29,429,1,-9.31580,0.08620,-1.98720,0.00750,-0.01730,-0.09890
1,4,30,429,1,-9.36610,0.06700,-2.00630,0.02050,-0.01760,-0.09810
1,4,31,429,1,-9.31110,0.06940,-2.01110,0.03410,-0.02180,-0.10130
1,4,32,429,1,-9.18890,0.08380,-1.96800,0.04960,-0.02690,-0.11380
1,4,33,429,1,-9.21530,0.16520,-2.02070,0.05860,-0.03700,-0.14230
1,4,34,429,1,-9.14110,0.48600,-2.10930,0.05330,-0.05650,-0.19580
1,4,35,429,1,-9.09080,0.91940,-2.22420,0.01730,-0.06610,-0.28140
1,4,36,429,1,-9.16260,1.30240,-2.19790,-0.05010,-0.06400,-0.39330
1,4,37,429,1,-9.28710,1.35750,-2.20750,-0.11460,-0.05940,-0.53720
1,4,38,429,1,-9.33260,1.30010,-2.25290,-0.15080,-0.05440,-0.70960
1,4,39,429,1,-9.30150,1.38150,-2.09970,-0.13110,-0.04850,-0.92600
1,4,40,429,1,-9.33500,0.97680,-2.07340,-0.11400,-0.01200,-1.13620
