person_id,gesture_id,timestep,sample_id,imu_id,ax,ay,az,gx,gy,gz
1,1,0,438,0,4.27600,-8.82260,1.70950,-0.11750,0.02720,-0.00430
1,1,1,438,0,4.19460,-8.79630,1.68310,-0.11880,0.02050,0.00450
1,1,2,438,0,4.08450,-8.84900,1.68790,-0.13160,0.00830,0.00720
1,1,3,438,0,4.03900,-8.93280,1.81240,-0.12580,-0.01310,0.01970
1,1,4,438,0,3.96000,-8.92320,1.88900,-0.09700,-0.03920,0.04500
1,1,5,438,0,3.79000,-8.79870,1.96090,-0.07860,-0.06180,0.06870
1,1,6,438,0,3.55540,-8.77240,2.10930,-0.09350,-0.09090,0.08180
1,1,7,438,0,3.28480,-8.87050,2.23860,-0.12420,-0.12340,0.10100
1,1,8,438,0,3.11490,-9.10510,2.29600,-0.12980,-0.16200,0.11960
1,1,9,438,0,2.94730,-9.32540,2.39660,-0.08930,-0.20250,0.15670
1,1,10,438,0,2.75570,-9.60310,2.44450,-0.04050,-0.23660,0.20490
1,1,11,438,0,2.42050,-9.96950,2.38700,-0.04050,-0.29150,0.27180
1,1,12,438,0,2.10690,-10.50340,2.29840,-0.10420,-0.36160,0.36290
1,1,13,438,0,1.94890,-11.02530,2.33200,-0.16840,-0.43350,0.48710
1,1,14,438,0,1.70230,-11.35330,2.38700,-0.19160,-0.49860,0.66300
1,1,15,438,0,1.28090,-11.50890,2.19550,-0.18730,-0.55930,0.85400
1,1,16,438,0,0.75660,-11.76750,2.13080,-0.16390,-0.62060,1.06430
1,1,17,438,0,0.37350,-12.09550,2.10690,-0.07090,-0.67870,1.29310
1,1,18,438,0,0.30170,-12.33490,1.90580,0.11750,-0.72960,1.55050
1,1,19,438,0,0.34960,-12.15060,1.71190,0.23210,-0.78550,1.83410
1,1,20,438,0,0.33520,-11.94710,1.40540,0.24700,-0.84310,2.09310
1,1,21,438,0,0.49560,-12.53840,1.05820,0.25900,-0.87080,2.22440
1,1,22,438,0,1.32400,-13.36920,0.83800,0.45140,-0.84390,2.28460
1,1,23,438,0,2.28890,-13.02920,0.86190,0.82150,-0.76980,2.41570
1,1,24,438,0,2.75810,-11.52570,0.80680,1.01950,-0.66860,2.54150
1,1,25,438,0,2.54980,-10.10830,0.70630,1.01740,-0.59660,2.57270
1,1,26,438,0,2.23620,-9.65820,0.57940,0.97690,-0.54280,2.41760
1,1,27,438,0,2.47800,-9.80430,0.45730,1.05170,-0.47350,2.08800
1,1,28,438,0,3.02390,-9.42120,0.33280,1.09010,-0.38000,1.69870
1,1,29,438,0,3.73730,-8.79390,0.22510,0.83380,-0.29100,1.36780
1,1,30,438,0,4.39340,-8.65740,0.35910,0.43060,-0.22650,1.15190
1,1,31,438,0,4.45320,-8.40840,0.72070,0.19050,-0.17960,0.98380
1,1,32,438,0,3.75170,-7.58000,0.82840,0.13140,-0.16120,0.83160
1,1,33,438,0,3.12920,-6.34700,0.82840,0.04450,-0.16600,0.66270
1,1,34,438,0,2.76530,-5.56890,0.82360,-0.08500,-0.18440,0.47080
1,1,35,438,0,2.67670,-5.33430,0.92180,-0.15850,-0.18950,0.24970
1,1,36,438,0,2.81080,-5.31030,0.90980,-0.15990,-0.16630,-0.01250
1,1,37,438,0,2.81320,-5.42050,0.95290,-0.14870,-0.12360,-0.29260
1,1,38,438,0,2.89940,-5.70300,1.14440,-0.15240,-0.05570,-0.59470
1,1,39,438,0,3.05260,-6.27280,1.39340,-0.13110,0.04450,-0.89260
1,1,40,438,0,3.29200,-6.79710,1.45570,-0.11590,0.16410,-1.14550
1,1,41,438,0,3.40460,-6.78760,1.39100,-0.17640,0.27820,-1.36430
1,1,42,438,0,3.44290,-6.44760,1.36950,-0.40480,0.38160,-1.57400
1,1,43,438,0,3.60330,-6.36140,1.59690,-0.73810,0.50330,-1.81700
1,1,44,438,0,3.80440,-6.96230,1.73580,-1.04130,0.65920,-2.09550
1,1,45,438,0,4.06770,-7.93440,1.53950,-1.17380,0.83030,-2.41550
1,1,46,438,0,4.32390,-9.09560,1.60410,-1.14100,0.98320,-2.69930
1,1,47,438,0,4.30240,-10.02690,1.76930,-1.15110,1.09280,-2.91380
1,1,48,438,0,4.22340,-10.97260,1.82200,-1.41940,1.13410,-3.09840
1,1,49,438,0,4.75970,-12.56480,1.94170,-1.82690,1.11650,-3.17360
1,1,50,438,0,5.46840,-14.54720,2.01110,-2.00810,1.06270,-3.01400
1,1,51,438,0,5.15950,-15.70840,2.30320,-1.81890,0.96730,-2.67500
1,1,52,438,0,3.91210,-15.39950,2.46120,-1.30730,0.83350,-2.27480
1,1,53,438,0,2.15960,-13.63020,2.22180,-0.77350,0.67870,-1.93740
